Variant Annotation ID	Variant/Haplotypes	Drug(s)	Phenotype Category	Significance	Sentence	Allele Of Frequency In Cases	Allele Of Frequency In Controls	P Value	Ratio Stat Type	Ratio Stat	Confidence Interval Start	Confidence Interval Stop
1451350020	CYP2B6*1, CYP2B6*6	hydroxybupropion	Metabolism/PK	yes	CYP2B6 *6/*6 is associated with decreased concentrations of hydroxybupropion as compared to CYP2B6 *1/*1 + *1/*6.			= 0.003				
1183623160	CYP2C19*1, CYP2C19*2	amitriptyline	Toxicity,Metabolism/PK	not stated	CYP2C19 *2/*2 + *1/*2 is associated with decreased metabolism of amitriptyline in postmortem toxicology cases as compared to CYP2C19 *1/*1.			= 0.013	Unknown			
1183623160	CYP2C19*1, CYP2C19*2	amitriptyline	Toxicity,Metabolism/PK	not stated	CYP2C19 *2/*2 + *1/*2 is associated with decreased metabolism of amitriptyline in postmortem toxicology cases as compared to CYP2C19 *1/*1.			= 0.055	OR			
1444698605	CYP2C19*1, CYP2C19*2	nelfinavir	Metabolism/PK	yes	CYP2C19 *1/*2 is associated with increased concentrations of nelfinavir in people with Pancreatic Neoplasms as compared to CYP2C19 *1/*1.			< 0.05	OR			
1447680551	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *2 + *3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			= 2.05e-30	OR			
1447680533	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			< 0.001	OR			
1445403153	CYP2B6*1, CYP2B6*4, CYP2B6*5, CYP2B6*6, CYP2B6*18, CYP2B6*22	bupropion	Metabolism/PK	yes	CYP2B6 *1/*6 + *1/*18 is associated with decreased metabolism of bupropion in people with Tobacco Use Disorder as compared to CYP2B6 *1/*1 + *1/*4 + *1/*5 + *1/*22 + *22/*22.			= 0.027	OR			
1445403174	CYP2B6*1, CYP2B6*4, CYP2B6*5, CYP2B6*6, CYP2B6*18, CYP2B6*22	bupropion	Metabolism/PK	yes	CYP2B6 *6/*6 + *6/*18 is associated with decreased metabolism of bupropion in people with Tobacco Use Disorder as compared to CYP2B6 *1/*1 + *1/*4 + *1/*5 + *1/*22 + *22/*22.			= 0.001	OR			
1445403174	CYP2B6*1, CYP2B6*4, CYP2B6*5, CYP2B6*6, CYP2B6*18, CYP2B6*22	bupropion	Metabolism/PK	yes	CYP2B6 *6/*6 + *6/*18 is associated with decreased metabolism of bupropion in people with Tobacco Use Disorder as compared to CYP2B6 *1/*1 + *1/*4 + *1/*5 + *1/*22 + *22/*22.			= 0.01	OR			
981201993	CYP2A6*1A, CYP2A6*4A	nicotine	Other,Metabolism/PK	yes	CYP2A6 *4A/*4A is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*1A.			< 0.02	Unknown			
1183623301	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	no	CYP2C19 *1/*1 is associated with decreased response to omeprazole in people with Ulcer as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
1448122820	CYP2C19*1, CYP2C19*2, CYP2C19*3	warfarin	Dosage	yes	CYP2C19 *1/*2 + *1/*3 are associated with increased dose of warfarin in people with Atrial Fibrillation as compared to CYP2C19 *2/*2 + *2/*3.			< 0.05	OR			
1183623395	CYP2C19*1, CYP2C19*2	lansoprazole,omeprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of lansoprazole or omeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.141	Unknown			
1183623395	CYP2C19*1, CYP2C19*2	lansoprazole,omeprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of lansoprazole or omeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.282	Unknown			
1450809558	CYP2C9*1, CYP2C9*2	tolbutamide	Metabolism/PK	no	CYP2C9 *1/*2 + *2/*2 are not associated with decreased clearance of tolbutamide in healthy individuals as compared to CYP2C9 *1/*1.			> 0.05				
1450809573	CYP2C9*1, CYP2C9*2, CYP2C9*3	tolbutamide	Efficacy	no	CYP2C9 *1/*2 + *2/*2 + *1/*3 + *2/*3 + *3/*3 are not associated with response to tolbutamide in healthy individuals as compared to CYP2C9 *1/*1.							
1448122772	CYP2C19*1, CYP2C19*2, CYP2C19*3	warfarin	Dosage	yes	CYP2C19 *1/*1 is associated with increased dose of warfarin in people with Atrial Fibrillation as compared to CYP2C19 *1/*2 + *1/*3 + *2/*2 + *2/*3 + *3/*3.			< 0.05	OR			
1183688895	CYP2D6*1, CYP2D6*2, CYP2D6*10	atomoxetine	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased clearance of atomoxetine in healthy individuals as compared to CYP2D6 *1/*1 + *1/*10 + *1/*2 + *2/*10.			= 0.001	OR			
1449171185	CYP3A5*1, CYP3A5*3, CYP3A5*6	tacrolimus	Dosage	yes	CYP3A5 *1/*1 + *1/*3 + *1/*6 is associated with increased dose of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3 + *3/*6 + *6/*6.	*1		< 0.01	OR			
1450809629	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Metabolism/PK	yes	CYP2C19 *1/*1 + *1/*2 + *1/*3 are associated with increased metabolism of lansoprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*2	*3	< 0.05	OR			
1183623444	CYP2C19*1, CYP2C19*2	lansoprazole,omeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to lansoprazole or omeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.289	Unknown			
1183623444	CYP2C19*1, CYP2C19*2	lansoprazole,omeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to lansoprazole or omeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.532	Unknown			
1183623444	CYP2C19*1, CYP2C19*2	lansoprazole,omeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to lansoprazole or omeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.602	Unknown			
1183623444	CYP2C19*1, CYP2C19*2	lansoprazole,omeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to lansoprazole or omeprazole in healthy individuals as compared to CYP2C19 *1/*2.	*2		= 0.627	Unknown			
1183623411	CYP2C19*1, CYP2C19*17	omeprazole,pantoprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.314	Unknown			
1183623411	CYP2C19*1, CYP2C19*17	omeprazole,pantoprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.365	Unknown			
1183623411	CYP2C19*1, CYP2C19*17	omeprazole,pantoprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.374	Unknown			
1183623411	CYP2C19*1, CYP2C19*17	omeprazole,pantoprazole	Metabolism/PK	no	CYP2C19 *1/*1 is not associated with metabolism of omeprazole or pantoprazole in healthy individuals as compared to CYP2C19 *1/*17.	*17		= 0.465	Unknown			
1450809604	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 + *1/*2 + *1/*3 are associated with increased metabolism of omeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*2	*3	< 0.01	OR			
1447952622	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *2 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			< 0.001	OR			
1451134841	CYP3A4*1, CYP3A4*36	oxycodone	Dosage	no	CYP3A4 *36 is not associated with dose of oxycodone in people with Pain, Postoperative as compared to CYP3A4 *1.	*36		> 0.05				
1447681848	CYP2C9*1, CYP2C9*3	acenocoumarol	Dosage	yes	CYP2C9 *3 is associated with decreased dose of acenocoumarol as compared to CYP2C9 *1/*1.	*3		= 0.03	OR			
1448994001	CYP2B6*1, CYP2B6*18	efavirenz	Metabolism/PK	yes	CYP2B6 *18 is associated with increased concentrations of efavirenz in people with HIV as compared to CYP2B6 *1/*1.			= 0.0045	OR			
1449157006	CYP2B6*1, CYP2B6*2	efavirenz	Metabolism/PK	no	CYP2B6 *2 is not associated with concentrations of efavirenz in people with HIV as compared to CYP2B6 *1/*1.			> 0.05	OR			
827807187	CYP2C9*1, CYP2C9*2, CYP2C9*3	carvedilol	Other,Metabolism/PK	no	CYP2C9 *2/*3 is not associated with metabolism of carvedilol in healthy individuals.				Unknown			
827807184	CYP2C9*1, CYP2C9*3	carvedilol	Other,Metabolism/PK	no	CYP2C9 *1/*3 is not associated with metabolism of carvedilol in healthy individuals.				Unknown			
827807179	CYP2C9*1, CYP2C9*2	carvedilol	Other,Metabolism/PK	no	CYP2C9 *2/*2 is not associated with metabolism of carvedilol in healthy individuals.				Unknown			
827806085	CYP3A7*1A, CYP3A7*1C	cortisone acetate	Dosage	yes	CYP3A7 *1C is associated with decreased dose of cortisone acetate in children with Adrenal Hyperplasia, Congenital as compared to CYP3A7 *1A.	*1C	*1C	= 0.001	Unknown			
827700537	CYP2A6*1A, CYP2A6*4A	tegafur	Metabolism/PK	yes	CYP2A6 *4A/*4A is associated with decreased clearance of tegafur in people with Neoplasms as compared to CYP2A6 *1A/*1A.	*4A		< 0.05	Unknown			
981202013	CYP2A6*1A, CYP2A6*4A, CYP2A6*7	nicotine	Other,Metabolism/PK	yes	CYP2A6 *4A/*7 is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*1A.			< 0.05	Unknown			
981202028	CYP2A6*1A, CYP2A6*4A	coumarin	Other,Metabolism/PK	yes	CYP2A6 *4A/*4A is associated with decreased metabolism of coumarin as compared to CYP2A6 *1A/*1A.			< 0.001	Unknown			
827807118	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*6	carvedilol	Other,Metabolism/PK	not stated	CYP2D6 *1/*1 is associated with increased clearance of carvedilol in healthy individuals as compared to CYP2D6 *4/*4.				Unknown			
981501896	CYP3A4*1, CYP3A4*36	simvastatin	Efficacy	no	CYP3A4 *36/*36 is not associated with response to simvastatin in people with Hypercholesterolemia as compared to CYP3A4 *1/*1.				Unknown			
981344990	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	dexmedetomidine	Metabolism/PK	no	CYP2A6 *1A/*4A + *1A/*4A + *9A/*9A are not associated with clearance of dexmedetomidine in ICU patients as compared to CYP2A6 *1A/*1A.				Unknown			
981483998	CYP2C9*1, CYP2C9*3	warfarin	Dosage,Efficacy	yes	CYP2C9 *1/*3 + *3/*3 is associated with decreased dose of warfarin in people with mechanical heart valve replacement as compared to CYP2C9 *1/*1.	*3		< 0.001	Unknown		1.3	1.7
981501607	NAT2*5B, NAT2*6A	sulfapyridine	Metabolism/PK	yes	NAT2 *5B/*6A is associated with decreased metabolism of sulfapyridine in healthy individuals.			< 0.05	Unknown			
981501607	NAT2*5B, NAT2*6A	sulfapyridine	Metabolism/PK	yes	NAT2 *5B/*6A is associated with decreased metabolism of sulfapyridine in healthy individuals.			< 0.05	Unknown			
1043818082	CYP2C9*1, CYP2C9*3	acenocoumarol	Dosage	yes	CYP2C9 *3 is associated with decreased dose of acenocoumarol as compared to CYP2C9 *1.	*3		< 4.0E-4	Unknown			
1134736215	CYP2C9*1, CYP2C9*8	losartan	Metabolism/PK	no	CYP2C9 *1/*8 is not associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*5		= 0.01	Unknown			
1451129584	CYP3A5*1, CYP3A5*3	efavirenz	Metabolism/PK	no	CYP3A5 *3/*3 is not associated with exposure to efavirenz in healthy individuals as compared to CYP3A5 *1/*3.			> 0.05				
1041237161	CYP3A4*1, CYP3A4*36	simvastatin	Efficacy	no	CYP3A4 *1/*1 is not associated with response to simvastatin in people with Hyperlipidemias as compared to CYP3A4 *1/*36.			= 0.858	Unknown			
1040863313	CYP3A4*1, CYP3A4*36	atorvastatin	Efficacy	yes	CYP3A4 *1/*1 is associated with decreased response to atorvastatin in people with Hyperlipidemias as compared to CYP3A4 *1/*36.			= 0.031	Unknown			
1133417241	CYP2C9*1, CYP2C9*5, CYP2C9*6	losartan	Metabolism/PK	yes	CYP2C9 *1/*5 + *5/*6 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*5		= 0.01	Unknown			
982031278	CYP2C19*1, CYP2C19*2	acenocoumarol	Dosage	no	CYP2C19 *1/*2 + *2/*2 is not associated with dose of acenocoumarol as compared to CYP2C19 *1/*1.			= 0.61	Unknown			
982037353	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*2 + *1/*3 is associated with decreased dose of warfarin when treated with warfarin as compared to CYP2C9 *1/*1.			= 0.01	Unknown			
1183618465	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to lansoprazole in healthy individuals as compared to CYP2C19 *1/*2 + *1/*3.	*1		= 0.038	Unknown			
981344548	NAT2*4, NAT2*5B, NAT2*6A, NAT2*7B	isoniazid	Metabolism/PK	yes	NAT2 *6A/*6A + *6A/*7B + *7B/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in people with Tuberculosis as compared to NAT2 *4/*4 + *4/*5B + *4/*6A + *4/*7B.	*6A		< 0.001	Unknown			
981501514	NAT2*4, NAT2*6A	sulfapyridine	Metabolism/PK	yes	NAT2 *6A is associated with decreased metabolism of sulfapyridine in healthy individuals as compared to NAT2 *4.			< 0.001	Unknown			
981934319	CYP2C9*1, CYP2C9*2, CYP2C9*3	acenocoumarol	Dosage	yes	CYP2C9 *2 + *3 are associated with decreased dose of acenocoumarol as compared to CYP2C9 *1.				Unknown			
981344716	CYP2C9*1, CYP2C9*3	warfarin	Dosage,Metabolism/PK	yes	CYP2C9 *3 is associated with decreased clearance of warfarin in people with Cardiovascular Diseases as compared to CYP2C9 *1.	*3			Unknown			
1451135060	CYP2D6*1, CYP2D6*10	oxycodone,sufentanil	Dosage	no	CYP2D6 *10 is not associated with dose of oxycodone or sufentanil in people with Pain, Postoperative as compared to CYP2D6 *1.	*10		> 0.05				
1183623462	CYP2D6*1, CYP2D6*2	haloperidol	Metabolism/PK	no	CYP2D6 *2 is not associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.	*2			Unknown			
1183679290	CYP2C19*1, CYP2C19*2	rabeprazole	Metabolism/PK	no	CYP2C19 *1/*2 is not associated with clearance of rabeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.07	OR			
1183679290	CYP2C19*1, CYP2C19*2	rabeprazole	Metabolism/PK	no	CYP2C19 *1/*2 is not associated with clearance of rabeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.13	OR			
1183681446	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	clopidogrel	Efficacy	yes	CYP2C19 *1/*1 + *1/*17 + *2/*17 + *3/*17 is associated with increased response to clopidogrel in people with Angina Pectoris as compared to CYP2C19 *1/*2 + *1/*3 + *2/*2 + *2/*3 + *3/*3.			< 0.001	OR			
1183679273	CYP2C19*1, CYP2C19*2	esomeprazole	Metabolism/PK	no	CYP2C19 *1/*2 is not associated with clearance of esomeprazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		= 0.16	OR			
1183689285	CYP2D6*1, CYP2D6*4	olanzapine	Efficacy	no	CYP2D6 *4 is not associated with response to olanzapine in people with Schizophrenia as compared to CYP2D6 *1.				OR			
982023773	NAT2*5A, NAT2*5B, NAT2*5C, NAT2*6A, NAT2*6C, NAT2*7B	caffeine	Metabolism/PK	not stated	NAT2 *5A/*5B + *5B/*5B + *5B/*5C + *5B/*6A + *5B/*6C + *5B/*7B + *6A/*6A + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of caffeine in men.				Unknown			
1183689318	CYP1A2*1A, CYP1A2*1C	olanzapine	Efficacy	no	CYP1A2 *1C is not associated with response to olanzapine in people with Schizophrenia as compared to CYP1A2 *1A.				OR			
1040387995	CYP3A4*1, CYP3A4*36	atorvastatin	Efficacy	yes	CYP3A4 *1/*1 is associated with decreased response to atorvastatin in people with Hyperlipidemias as compared to CYP3A4 *36/*36.			= 0.0	Unknown			
1183688829	CYP2C19*1, CYP2C19*2, CYP2C19*3	diazepam	Other,Metabolism/PK	yes	CYP2C19 *2 + *3 is associated with decreased metabolism of diazepam as compared to CYP2C19 *1.	*2	*3	< 0.001	OR			
981202038	CYP2A6*1A, CYP2A6*4A, CYP2A6*10	coumarin	Other,Metabolism/PK	no	CYP2A6 *4A/*10 is associated with decreased metabolism of coumarin as compared to CYP2A6 *1A/*1A.				Unknown			
981851608	NAT2*4, NAT2*5A, NAT2*6A, NAT2*6B, NAT2*7A	isoniazid	Metabolism/PK	not stated	NAT2 *5A/*5A + *5A/*6A + *5A/*7A + *6B/*6B + *7A/*7A (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in people with Lupus Erythematosus, Systemic as compared to NAT2 *4/*4 (assigned as rapid acetylator phenotype) .	*5			Unknown			
827690709	CYP3A4*1, CYP3A4*18	nifedipine	Metabolism/PK	no	CYP3A4 *18 is not associated with decreased metabolism of nifedipine as compared to CYP3A4 *1.				Unknown			
827700762	CYP2A6*1A, CYP2A6*4A	valproic acid	Metabolism/PK	yes	CYP2A6 *4A is associated with decreased metabolism of valproic acid in people with Epilepsy as compared to CYP2A6 *1A/*1A.	*4A		= 0.0055	Unknown			
827700560	CYP2A6*1A, CYP2A6*7, CYP2A6*9A	tegafur	Metabolism/PK	no	CYP2A6 *7/*9A is not associated with decreased clearance of tegafur in people with Neoplasms as compared to CYP2A6 *1A/*1A.	*9A			Unknown			
827700558	CYP2A6*1A, CYP2A6*9A	tegafur	Metabolism/PK	no	CYP2A6 *9A/*9A is not associated with decreased clearance of tegafur in people with Neoplasms as compared to CYP2A6 *1A/*1A.	*9A			Unknown			
827700554	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	tegafur	Metabolism/PK	no	CYP2A6 *4A/*9A is not associated with decreased clearance of tegafur in people with Neoplasms as compared to CYP2A6 *1A/*1A.	*9A			Unknown			
827705096	CYP2A6*1A, CYP2A6*1B1	nicotine	Metabolism/PK	yes	CYP2A6 *1B1/*1B1 is associated with increased clearance of nicotine as compared to CYP2A6 *1A/*1A.			< 0.05	Unknown			
827698727	CYP2A6*1A, CYP2A6*4A	tegafur	Metabolism/PK	yes	CYP2A6 *4A is associated with decreased metabolism of tegafur.	*4A		= 0.0133	Unknown			
827698978	CYP2A6*1A, CYP2A6*7	nicotine	Metabolism/PK	yes	CYP2A6 *1A/*7 is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*1A.	*7		< 0.05	Unknown			
827783868	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3/*3 is associated with decreased dose of warfarin in people with a stable international normalized ratio of between two and three as compared to CYP2C9 *1/*1.			< 1.0E-4	Unknown			
827783860	CYP2C9*1, CYP2C9*2	warfarin	Dosage	yes	CYP2C9 *2/*2 is associated with decreased dose of warfarin in people with a stable international normalized ratio of between two and three as compared to CYP2C9 *1/*1.			< 1.0E-4	Unknown			
827807099	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*6	carvedilol	Other,Metabolism/PK	not stated	CYP2D6 *1/*1 is associated with increased clearance of carvedilol in healthy individuals as compared to CYP2D6 *3/*3.				Unknown			
1183689255	CYP2C19*1, CYP2C19*2, CYP2C19*3	clopidogrel	Efficacy	yes	CYP2C19 *2 + *3 is associated with decreased response to clopidogrel in people with Coronary Artery Disease as compared to CYP2C19 *1.	*2	*3	< 0.022	OR	11.67	1.21	78.83
827807126	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*6	carvedilol	Other,Metabolism/PK	not stated	CYP2D6 *1/*1 is associated with increased clearance of carvedilol in healthy individuals as compared to CYP2D6 *6/*6.				Unknown			
827783872	CYP4F2*1, CYP4F2*3	warfarin	Dosage	yes	CYP4F2 *3/*3 is associated with increased dose of warfarin in people with a stable international normalized ratio of between two and three as compared to CYP4F2 *1/*1.	*3		< 0.0155	Unknown			
827783863	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *2/*3 is associated with decreased dose of warfarin in people with a stable international normalized ratio of between two and three as compared to CYP2C9 *1/*1.			= 1.0E-4	Unknown			
827807176	CYP2C9*1, CYP2C9*2	carvedilol	Other,Metabolism/PK	no	CYP2C9 *1/*2 is not associated with metabolism of carvedilol in healthy individuals.				Unknown			
827922780	CYP2C8*1, CYP2C8*3	paclitaxel	Efficacy	yes	CYP2C8 *1/*3 + *3/*3 is associated with increased response to paclitaxel in women with Breast Neoplasms as compared to CYP2C8 *1/*1.	*3		= 0.046	OR	3.92	1.46	10.48
827922780	CYP2C8*1, CYP2C8*3	paclitaxel	Efficacy	yes	CYP2C8 *1/*3 + *3/*3 is associated with increased response to paclitaxel in women with Breast Neoplasms as compared to CYP2C8 *1/*1.	*3		= 0.049	OR	5.31	1.59	17.67
827807123	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	carvedilol	Other,Metabolism/PK	not stated	CYP2D6 *1/*1 is associated with increased clearance of carvedilol in healthy individuals as compared to CYP2D6 *5/*5.				Unknown			
1447963349	CYP2C19*1, CYP2C19*2	mephenytoin	Metabolism/PK	not stated	CYP2C19 *2/*2 is associated with decreased metabolism of mephenytoin in healthy individuals as compared to CYP2C19 *1/*1.				OR			
827812881	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	caffeine	Other,Metabolism/PK	yes	CYP2A6 *1A/*4A + *1A/*9A + *4A/*4A + *4A/*9A are associated with decreased metabolism of caffeine as compared to CYP2A6 *1A/*1A.			< 0.01	Unknown			
827827685	CYP2A6*1A, CYP2A6*12A	coumarin	Other,Metabolism/PK	not stated	CYP2A6 *12A is associated with decreased metabolism of coumarin as compared to CYP2A6 *1A.	*12A			Unknown			
827827685	CYP2A6*1A, CYP2A6*12A	coumarin	Other,Metabolism/PK	not stated	CYP2A6 *12A is associated with decreased metabolism of coumarin as compared to CYP2A6 *1A.				Unknown			
827925130	CYP2C9*1, CYP2C9*3	warfarin	Dosage,Metabolism/PK	yes	CYP2C9 *1/*3 is associated with decreased dose of warfarin in people with Thromboembolism as compared to CYP2C9 *1/*1.	*3		= 0.001	Unknown			
827922827	CYP2C8*1, CYP2C8*3	cyclophosphamide,doxorubicin	Efficacy	no	CYP2C8 *1/*3 + *3/*3 is not associated with increased response to cyclophosphamide and doxorubicin in women with Breast Neoplasms as compared to CYP2C8 *1/*1.			= 0.872	OR	1.14	0.62	15.96
1039730449	CYP3A4*1, CYP3A4*36	atorvastatin	Efficacy	yes	CYP3A4 *36/*36 is associated with increased response to atorvastatin in people with Hyperlipidemias as compared to CYP3A4 *1/*36.			= 0.011	Unknown			
1041015512	CYP3A4*1, CYP3A4*36	simvastatin	Efficacy	no	CYP3A4 *36/*36 is not associated with response to simvastatin in people with Hyperlipidemias as compared to CYP3A4 *1/*36.			= 0.796	Unknown			
827863698	CYP2C9*1, CYP2C9*2	warfarin	Other,Metabolism/PK	not stated	CYP2C9 *2 is associated with decreased clearance of warfarin as compared to CYP2C9 *1.	*2			Unknown			
827863693	CYP2C9*1, CYP2C9*3	warfarin	Other,Metabolism/PK	not stated	CYP2C9 *3 is associated with decreased clearance of warfarin as compared to CYP2C9 *1.	*3			Unknown			
1449716717	CYP3A4*1, CYP3A4*36	sufentanil	Dosage	no	CYP3A4 *1/*36 + *36/*36 is associated with decreased dose of sufentanil in people with Pain, Postoperative as compared to CYP3A4 *1/*1.	*36		< 0.001	OR			
827864335	CYP2A6*1A, CYP2A6*26	letrozole	Metabolism/PK	not stated	CYP2A6 *1A/*26 is associated with metabolism of letrozole in women with Breast Neoplasms.				Unknown			
827864338	CYP2A6*1A, CYP2A6*35A			not stated	CYP2A6 *1A/*35A is associated with metabolism of in women with Breast Neoplasms.				Unknown			
1450823501	CYP2C9*1, CYP2C9*2	fluvastatin	Metabolism/PK	yes	CYP2C9 *2 is associated with increased concentrations of fluvastatin in healthy individuals as compared to CYP2C9 *1/*1.			= 0.00213				
981477848	NAT2*4, NAT2*5D, NAT2*6B, NAT2*7A	sulfamethoxazole	Metabolism/PK	yes	NAT2 *4/*4 (assigned as rapid acetylator phenotype) is associated with increased metabolism of sulfamethoxazole in people with Kidney Transplantation as compared to NAT2 *5D/*6B + *6B/*6B + *6B/*7A + *7A/*7A (assigned as slow acetylator phenotype) .			= 0.043	Unknown			
981478337	CYP2C9*1, CYP2C9*3	naproxen	Metabolism/PK	no	CYP2C9 *1/*3 is not associated with clearance of naproxen in men with no disease as compared to CYP2C9 *1/*1.				Unknown			
981501603	NAT2*5B, NAT2*5C	sulfapyridine	Metabolism/PK	yes	NAT2 *5B/*5C is associated with decreased metabolism of sulfapyridine in healthy individuals.			< 0.05	Unknown			
981501603	NAT2*5B, NAT2*5C	sulfapyridine	Metabolism/PK	yes	NAT2 *5B/*5C is associated with decreased metabolism of sulfapyridine in healthy individuals.			< 0.05	Unknown			
981501611	NAT2*5B, NAT2*7B	sulfapyridine	Metabolism/PK	yes	NAT2 *5B/*7B is associated with decreased metabolism of sulfapyridine in healthy individuals.			< 0.05	Unknown			
981501611	NAT2*5B, NAT2*7B	sulfapyridine	Metabolism/PK	yes	NAT2 *5B/*7B is associated with decreased metabolism of sulfapyridine in healthy individuals.			< 0.05	Unknown			
981501518	NAT2*4, NAT2*5B	sulfapyridine	Metabolism/PK	yes	NAT2 *5B is associated with decreased metabolism of sulfapyridine in healthy individuals as compared to NAT2 *4.			< 0.001	Unknown			
981501499	NAT2*4, NAT2*7B	sulfapyridine	Metabolism/PK	yes	NAT2 *7B is associated with decreased metabolism of sulfapyridine in healthy individuals as compared to NAT2 *4.			< 0.001	Unknown			
981344709	CYP2C9*1, CYP2C9*2	warfarin	Dosage,Metabolism/PK	yes	CYP2C9 *2 is associated with decreased clearance of warfarin in people with Cardiovascular Diseases as compared to CYP2C9 *1.	*2			Unknown			
981419341	CYP2B6*1, CYP2B6*6	efavirenz	Metabolism/PK	yes	CYP2B6 *6 is associated with decreased metabolism of efavirenz in human liver microsomes as compared to CYP2B6 *1.			< 0.05	Unknown			
981934332	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenprocoumon	Dosage	no	CYP2C9 *2 + *3 are not associated with decreased dose of phenprocoumon as compared to CYP2C9 *1.				Unknown			
1134807206	CYP2C9*1, CYP2C9*11	losartan	Metabolism/PK	no	CYP2C9 *1/*11 is not associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*5		= 0.01	Unknown			
1134049001	CYP2C9*1, CYP2C9*6	losartan	Metabolism/PK	not stated	CYP2C9 *1/*6 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*5		= 0.01	Unknown			
1043880897	CYP2C9*1, CYP2C9*2	losartan	Metabolism/PK	no	CYP2C9 *1/*2 is not associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.	*2			Unknown			
1444714172	CYP2C19*1, CYP2C19*17	voriconazole	Metabolism/PK	not stated	CYP2C19 *1/*17 (assigned as ultrarapid metabolizer phenotype) is associated with trough concentration of voriconazole.				OR			
